Gene name,GBM12-EV,GBM12_shPDK1,GBM12_shPDK1 set2
RUVBL2,56.25,44.27,75.41
LHB,0.02,0.24,0.03
LOC101059948,0,0.45,0.15
CGB,0.01,0.14,0.05
CGB2,0,0.02,0.04
CGB2,0,0.03,0.02
SNAR-G1,0.31,0.22,0.22
CGB8,0.01,0.03,0
CGB8,0.02,0.06,0.07
CGB7,0.02,0,0.03
CGB7,0.02,0.06,0.07
CGB,0.02,0.08,0.09
NTF4,0.02,0.05,0.07
NTF4,0,0.03,0.06
NTF4,0,0.02,0.02
KCNA7,0.59,0.56,0.46
SNRNP70,82.73,87.2,83.47
SNRNP70,88.55,93.15,90.46
SNRNP70,60.72,60.59,55.95
SNRNP70,98.36,100.58,97.14
LIN7B,13.59,17.23,19.57
Mir_324,0.16,0.5,0.34
C19orf73,0.75,0.94,1.09
PPFIA3,1.57,3.74,3.92
PPFIA3,1.58,3.72,3.82
PPFIA3,0.96,2.93,2.97
PPFIA3,1.16,3.49,3.52
PPFIA3,1.69,3.96,4.34
PPFIA3,2.39,4.52,4.98
PPFIA3,2.48,4.61,4.96
HRC,0.02,0.04,0.02
TRPM4,0.5,2.46,2.15
TRPM4,0.51,2.49,2.19
TRPM4,0.48,2.32,2.05
TRPM4,0.49,2.34,2.1
TRPM4,0.5,2.34,2.09
TRPM4,0.48,2.24,2.04
TRPM4,0.44,2.13,1.94
SLC6A16,0.04,0.06,0.04
SLC6A16,0.04,0.06,0.04
AK097351,0.45,0.45,0.53
CD37,0.19,0.25,0.3
CD37,0.16,0.25,0.28
CD37,0.15,0.25,0.27
CD37,0.43,0.58,0.53
CD37,0.22,0.3,0.29
CD37,0.21,0.29,0.27
TEAD2,41.8,29.98,36.28
TEAD2,45.42,32.37,39.29
TEAD2,48.45,34.53,42.1
TEAD2,44.9,32.01,38.85
TEAD2,46.31,33.16,40.08
TEAD2,46.64,33.42,40.44
TEAD2,45.48,32.64,39.53
DKKL1,0.29,0.18,0.37
DKKL1,0.33,0.23,0.41
DKKL1,0.29,0.23,0.39
CCDC155,0,0,0.01
PTH2,0,0.03,0.2
LOC100507003,0,0.02,0.03
SLC17A7,2.67,4.32,5.18
SLC17A7,2.84,4.26,5.38
SLC17A7,0.69,1.03,1.52
BC128433,0.03,0,0
PIH1D1,17.94,15.6,16.05
PIH1D1,12.7,11.47,11.86
PIH1D1,10.79,9.66,9.34
ALDH16A1,9.25,6.82,7.12
ALDH16A1,8.82,6.54,6.85
ALDH16A1,8.95,6.58,6.88
ALDH16A1,8.72,6.43,6.75
FLT3LG,2.9,5.71,5.07
FLT3LG,2.75,5.34,4.75
FLT3LG,3.11,5.98,5.36
FLT3LG,2.78,5.47,4.86
FLT3LG,2.79,5.48,4.98
FLT3LG,1.54,3.08,2.72
RPL13A,1445.8,892.43,1421.66
RPL13A,1323.62,821.6,1310.09
RPL13A,1176.76,731.31,1166.83
SNORD32A,4.49,4.09,4.81
SNORD33,1.1,0.51,0.73
SNORD34,0.59,0.43,0.22
SNORD35A,0.45,0.81,1.55
RPS11,1800.67,1101.9,1733.12
SNORD35B,4.78,4.15,5.03
FCGRT,5.99,11.04,6.72
FCGRT,7.18,13.19,8
FCGRT,4.31,6.73,5.11
FCGRT,6.13,9.95,7.32
FCGRT,6.5,9.74,7.67
FCGRT,6.89,11.22,8.15
RCN3,6.2,11.2,17.4
NOSIP,43.12,29.47,41.18
NOSIP,47.29,32.37,45.1
NOSIP,20.6,14.23,18.76
PRRG2,0.26,0.26,0.18
PRRG2,0.21,0.22,0.15
PRR12,13.17,16.03,11.76
RRAS,37.06,50.14,40.65
SCAF1,34.96,37.47,34.22
IRF3,20.22,19.16,22.99
IRF3,27.17,24.74,30.65
IRF3,24.38,22.61,28.37
IRF3,28.09,25.65,32.05
IRF3,25.98,24,29.64
IRF3,27.71,25.76,32.4
IRF3,25.4,24.05,29.94
IRF3,25.12,22.34,27.62
IRF3,24.13,21.97,27.39
IRF3,20.17,18.81,22.92
Mir_324,0,0.55,0.39
IRF3,17.12,16.73,18.97
IRF3,21.49,20.52,22.44
BCL2L12,10.24,6.79,10.36
BCL2L12,7,5.35,7.08
BCL2L12,7.84,5.77,7.79
BCL2L12,7.08,5.57,6.96
BCL2L12,9.55,6.49,9.67
BCL2L12,9.58,6.25,9.55
BCL2L12,8.59,5.84,8.62
BCL2L12,8.76,5.78,8.59
BCL2L12,8.41,5.92,8.43
BCL2L12,9.07,5.93,8.93
BCL2L12,7.51,5.26,7.38
BCL2L12,7.8,5.41,7.72
PRMT1,119.74,71.85,113.39
PRMT1,128.82,76.89,121.56
PRMT1,134.56,80.29,126.68
PRMT1,122.79,73.1,114.26
PRMT1,75.85,47.19,73.48
PRMT1,75.01,46.3,66.39
ADM5,0.3,0.58,0.48
CPT1C,6.72,14.15,12.3
CPT1C,10.21,22.06,19.58
CPT1C,11.31,24.15,21.79
CPT1C,11.62,24.8,22.38
CPT1C,11.4,24.41,21.96
CPT1C,11.75,25.31,22.72
CPT1C,6.53,13.53,11.7
CPT1C,13.05,27.86,25.57
TSKS,0,0.09,0.06
AP2A1,46.95,49.22,48.3
AP2A1,53.74,56.64,55.38
AP2A1,55.43,58.47,57.19
AP2A1,6.77,7.41,7.04
AP2A1,48.15,50.64,49.87
FUZ,17.48,18.78,16.79
FUZ,17.48,18.74,16.83
FUZ,17.45,18.73,16.8
FUZ,6.77,7.75,6.19
MED25,5.59,5.51,6.04
MED25,22.02,22.87,24.16
MED25,22.34,23.05,23.8
MED25,21.49,22.13,23.21
PTOV1-AS1,6.13,5.3,5.07
PTOV1,51.3,36.7,46.79
PTOV1,106.99,71.85,95.55
PTOV1,121.86,82.97,108.31
PTOV1,131.33,88.49,117.47
PTOV1,142.34,96.09,126.65
PTOV1,116.79,78.94,104.46
MIR4749,0.21,0,0.23
PNKP,11.89,13.06,15.15
PNKP,15.54,16.86,19.86
PNKP,16.44,17.73,20.87
PNKP,16.25,17.48,20.59
AKT1S1,31.15,32.33,33.36
AKT1S1,34.96,36.21,37.46
AKT1S1,28.04,28.65,29.93
AKT1S1,32.35,33.24,34.59
AKT1S1,34.15,35.46,36.66
TBC1D17,11.85,14.19,13.89
TBC1D17,18.42,21.67,21.91
TBC1D17,18.42,21.65,22
TBC1D17,20.1,23.52,23.77
TBC1D17,18.78,22.56,22.69
IL4I1,0.21,0.89,0.7
IL4I1,0.64,1.04,0.84
IL4I1,2.34,2.95,2.86
IL4I1,1.01,1.39,1.32
IL4I1,1.04,1.43,1.35
NUP62,32.34,26.65,34.02
NUP62,32.58,26.86,34.35
NUP62,31.21,25.64,32.7
NUP62,29.69,24.44,31.14
NUP62,32.44,26.87,34.42
NUP62,27.29,22.85,29.2
NUP62,33.8,28.08,36.38
NUP62,17.95,16.9,19.14
ATF5,16.75,40.05,35.93
ATF5,18.35,44.03,39.46
MIR4751,0,0.18,0.2
SIGLEC11,0.1,0.16,0.13
SIGLEC11,0.11,0.17,0.15
SIGLEC16,0.11,0.08,0.08
SIGLEC16,0,0,0.02
VRK3,13.4,9.17,12.76
VRK3,11.69,8,11.11
VRK3,11.09,7.51,10.57
VRK3,10.37,7.16,9.88
VRK3,9.64,6.59,9.22
VRK3,8.95,6.31,8.69
VRK3,9.93,6.88,9.26
VRK3,9.83,7.01,9.12
VRK3,10.5,7.46,9.78
VRK3,12.8,8.91,12.19
ZNF473,6.29,2.85,4.84
ZNF473,6.27,2.8,4.81
ZNF473,6.31,2.83,4.88
FLJ26850,0.14,0.55,0.28
MYH14,0.01,0.01,0.01
MYH14,0.01,0.01,0.01
MYH14,0.01,0.01,0.01
MYH14,0.02,0.02,0.01
MYH14,0.1,0.23,0.15
KCNC3,0,0,0
NR1H2,19.81,27.02,26.85
NAPSA,0.11,0.23,0.06
NR1H2,31.93,42.71,42.56
NR1H2,28.17,38.6,38.48
POLD1,12.6,8.78,11.9
POLD1,12.58,8.77,11.89
POLD1,12.4,8.6,11.63
POLD1,12.34,8.63,11.69
SPIB,0.67,0.81,0.72
SPIB,0.66,0.8,0.71
SPIB,0.66,0.8,0.71
SPIB,0.7,0.85,0.75
MYBPC2,0,0.02,0.11
FAM71E1,7.17,5.38,7.15
FAM71E1,5.48,3.58,5.8
FAM71E1,4.9,3.21,4.94
EMC10,67.5,44.75,51.55
EMC10,78.5,51.48,59.15
EMC10,86.42,56.08,65.16
AX746478,0.98,1.13,1.04
JOSD2,17.58,16.43,17.22
JOSD2,17.54,16.36,17.27
JOSD2,15.31,14.23,14.79
JOSD2,15.86,14.76,15.41
JOSD2,12.53,11.44,12.42
ASPDH,0.13,0.4,0.22
ASPDH,0.12,0.49,0.2
LRRC4B,55.05,46.04,37.63
SNAR-F,0.11,0,0
SYT3,0.05,0.07,0.28
SYT3,0.06,0.08,0.35
SYT3,0.06,0.07,0.3
C19orf81,0.28,0.05,0.23
SHANK1,0.01,0.01,0.01
SHANK1,0.02,0.01,0.02
CLEC11A,1.97,0.93,1.58
GQ868703,0.1,0,0
ACPT,0.05,0.03,0.05
C19orf48,24.21,11.56,20.99
C19orf48,26.22,12.43,22.8
C19orf48,28.86,13.64,25.09
C19orf48,28.65,14.41,26.85
SNORD88B,1.06,0.15,0.15
SNORD88C,0.27,0.57,0
MGC45922,0.07,0.07,0.03
KLK1,0,0,0.02
KLK1,0,0,0.01
KLK2,0.03,0.01,0
KLK2,0.02,0.01,0
KLK2,0.03,0,0
KLK2,0.04,0,0
KLK2,0.04,0,0
KLK2,0.04,0,0
KLK2,0.04,0.01,0.01
KLKP1,0.02,0,0
KLK4,0,0.01,0.02
KLK4,0,0.01,0.02
KLK4,0,0.01,0.02
KLK4,0,0.01,0.02
KLK4,0,0.01,0.02
KLK6,0,0,0.01
KLK6,0,0,0.01
KLK7,0.04,0.01,0.03
KLK7,0.04,0.01,0.03
KLK7,0.04,0.01,0.03
KLK7,0.04,0.01,0.03
KLK10,0.02,0.01,0.01
KLK10,0.02,0.01,0.01
KLK10,0.02,0.01,0.01
KLK11,0.02,0.03,0.05
KLK14,0.04,0.05,0.06
KLK14,0.03,0.05,0.06
CTU1,6.59,5.2,7.33
CD33,0,0,0.01
CD33,0,0,0.01
CD33,0.1,0.13,0.09
IGLON5,0.02,0,0.07
VSIG10L,0.01,0,0
VSIG10L,0,0,0
ETFB,8.7,3.37,5.05
ETFB,13.01,4.98,7.56
CLDND2,0.15,0.04,0.01
NKG7,0.02,0,0
NKG7,0.02,0,0
LOC147646,0.11,0.08,0.12
SIGLEC10,0.44,0.43,0.39
SIGLEC10,0.42,0.41,0.37
SIGLEC10,0.48,0.47,0.43
SIGLEC10,0.53,0.52,0.47
SIGLEC10,0.45,0.45,0.4
SIGLEC10,0.48,0.47,0.42
SIGLEC10,0.5,0.49,0.44
SIGLEC10,0.49,0.48,0.44
LOC100129083,0,0,0.02
SIGLEC8,0.01,0.01,0.02
SIGLEC8,0.08,0.04,0.07
SIGLEC8,0.27,0.29,0.19
ZNF175,3.98,4.38,3.76
AX748312,4.32,5.32,4.02
FLJ30403,3.63,4.36,3.42
SIGLEC14,0.03,0.01,0.05
MIR125A,0,0.16,0
LINC00085,1.77,0.99,0.9
LINC00085,1.41,0.81,0.71
LINC00085,1.01,0.53,0.5
HAS1,0.02,0.01,0.02
HAS1,0.01,0.01,0.01
HAS1,0.01,0.01,0.01
HAS1,0.01,0.01,0.01
HAS1,0.01,0.01,0.01
FPR1,0,0,0.01
FPR1,0,0,0.01
FPR3,0.01,0.07,0.02
FPR3,0,0.06,0.03
ZNF577,5.13,4.99,4.15
ZNF577,3.74,2.5,2.61
ZNF577,3.56,2.52,2.45
ZNF577,3.5,2.52,2.39
ZNF577,3.83,2.54,2.71
ZNF577,3.52,3.68,3.22
ZNF649,8.53,5.26,7.2
ZNF613,2.85,2.16,2.59
ZNF613,2.67,2.05,2.47
BC014606,0.63,0.6,0.56
ZNF350,4.68,2.83,3.71
AK128361,6.5,7.07,6.65
ZNF615,7.36,7.6,7.43
ZNF615,7.36,7.64,7.52
ZNF615,7.41,7.66,7.52
ZNF615,7.22,7.55,7.38
ZNF615,7.26,7.5,7.37
ZNF615,7.29,7.67,7.55
ZNF614,5,4.94,4.93
ZNF614,6.69,7.03,6.11
ZNF614,6.47,6.98,5.96
ZNF432,5.35,4.76,4.68
ZNF841,7.2,7.27,7.44
ZNF841,7.12,7.15,7.37
ZNF616,4.78,6.09,4.99
ZNF616,4.77,6.04,4.94
ZNF836,2.22,1.75,2.29
ZNF836,2.25,1.81,2.35
PPP2R1A,166.97,122.15,143.98
PPP2R1A,162.05,118.62,139.31
PPP2R1A,141.03,101.09,121.33
PPP2R1A,148.16,108.42,128.1
ZNF766,9.65,11.14,12.4
ZNF766,9.14,10.57,11.79
ZNF766,8.47,9.82,10.86
ZNF480,8.91,4.14,5.91
ZNF480,8.6,3.59,5.25
ZNF480,8.33,3.43,4.88
ZNF480,8.15,3,4.42
AK097759,0.07,0.13,0.11
ZNF610,6.27,5.25,4.24
ZNF610,6.36,5.3,4.37
ZNF610,6.15,5.25,4.27
ZNF610,6.36,5.24,4.35
ZNF880,4.48,3.26,3.5
ZNF880,3.24,2.22,2.43
ZNF880,3.93,2.84,3.16
AF086165,2.2,1.25,1.33
AK097590,6.09,3,2.58
AK097590,3.4,2.7,2.06
BX537909,3.32,2.62,1.99
ZNF528,6.26,5.2,3.59
ZNF528,5.59,4.75,3.26
ZNF528,3.78,3.63,2.25
ZNF534,0.03,0.04,0.01
ZNF534,0.07,0.05,0.06
ZNF534,0.06,0.05,0.06
ZNF534,0.03,0.03,0.01
ZNF578,0.41,0.07,0
ZNF578,0.44,0.08,0
ZNF578,2.03,0.53,0.54
ZNF578,0.35,0.06,0
ZNF578,0.36,0.06,0
ZNF808,2.93,3.27,2.51
ZNF808,2.82,3.33,2.62
ZNF808,2.43,2.82,2.28
ZNF701,2.19,1.39,1.43
ZNF701,2.15,1.39,1.42
ZNF701,2.09,1.35,1.38
ZNF137P,1.19,0.87,0.78
ZNF83,11.84,17.01,14.37
ZNF83,13.21,18.17,15.66
ZNF83,13.61,18.67,16.12
ZNF83,13.95,19.03,16.46
ZNF83,13.57,18.66,16.1
ZNF83,13.68,18.82,16.23
ZNF83,13.61,18.63,16.19
ZNF83,13.92,19.02,16.51
ZNF83,12.75,17.64,15.21
ZNF83,13.53,18.51,16.14
ZNF83,12.94,17.51,15.48
ZNF83,13.4,18.02,15.9
ZNF83,12.98,17.51,15.58
ZNF83,13.44,18.16,15.99
ZNF83,12.97,17.53,15.41
ZNF83,13.38,18.29,15.96
ZNF83,13.51,18.21,16.12
ZNF83,14.03,19.93,16.83
ZNF611,3.97,2.94,3.12
ZNF611,3.93,2.93,3.07
ZNF611,3.89,2.9,3.06
ZNF611,3.98,2.96,3.13
ZNF611,4.03,3,3.18
ZNF611,3.97,2.95,3.1
ZNF611,3.76,2.82,2.97
ZNF611,4.09,3.01,3.16
ZNF600,0.74,0.59,0.7
ZNF600,0.74,0.61,0.7
ZNF28,7.32,5.66,5.42
ZNF28,7.35,5.64,5.45
ZNF28,7.45,5.74,5.55
ZNF468,4.94,3.74,4.4
ZNF468,4.95,3.74,4.42
ZNF468,5.08,3.8,4.45
ZNF468,5.04,3.77,4.48
ZNF468,5.18,3.83,4.52
ZNF320,1.86,1.99,1.93
ZNF320,6.95,5.67,5.62
ZNF320,6.76,5.51,5.5
ZNF320,6.79,5.56,5.5
ZNF321P,1.65,1.38,1.05
ZNF816-ZNF321P,2.16,1.69,1.47
ZNF816-ZNF321P,2.22,1.75,1.52
ZNF816,7.07,4.73,5.98
ZNF816,7.49,4.93,6.3
ZNF816,7.57,5.01,6.37
ZNF702P,0.5,0.53,0.76
AK127846,0.03,0.03,0.04
ERVV-1,2.58,2.72,2.56
ERVV-2,0.02,0.02,0
ERVV-2,0.01,0.03,0
ZNF160,14.35,13.55,13.57
ZNF160,14.32,13.51,13.5
ZNF160,14.55,13.68,13.57
ZNF160,4.93,4.77,4.7
ZNF415,9.17,8.25,8.34
ZNF415,8.69,7.82,8.03
ZNF415,8.46,7.64,7.7
ZNF415,8.81,8.02,8.03
ZNF415,8.24,7.52,7.56
ZNF415,9.46,8.48,8.55
ZNF415,8.7,7.83,7.87
ZNF415,8.69,7.89,7.89
ZNF415,9.79,8.73,8.82
ZNF347,7.46,5.39,5
ZNF347,5.78,3.49,3.29
ZNF347,5.76,3.5,3.29
ZNF665,2.7,2.78,2.1
ZNF818P,3.29,2.7,1.99
ZNF677,1.85,1.36,1.18
ZNF677,1.86,1.38,1.19
ZNF677,6.58,6.38,5.1
VN1R2,0.58,0.86,0.69
FAM90A27P,0,0,0.03
ZNF845,3.89,2.85,3.58
ZNF845,3.83,2.79,3.52
ZNF525,0.63,0.61,0.57
ZNF525,0.54,0.44,0.5
ZNF765,3.37,1.14,2.2
ZNF765,3.52,1.19,2.3
ZNF765,0.63,0.92,0.78
TPM3P9,2.13,1.34,2.03
TPM3P9,2.15,1.33,2.02
ZNF761,3.89,3.61,4.27
ZNF761,5.58,3.93,4.7
ZNF761,5.65,4.03,4.73
ZNF761,5.42,3.7,4.28
ZNF813,2.64,1.97,2.09
ZNF813,0.68,0.39,0.23
ZNF813,2.77,2.02,2.2
ZNF331,7.1,6.97,7.25
ZNF331,7.08,6.93,7.22
ZNF331,7.04,6.9,7.19
ZNF331,8.53,8.54,8.62
ZNF331,8.54,8.53,8.64
ZNF331,8.31,8.27,8.4
ZNF331,8.45,8.41,8.55
ZNF331,8.53,8.49,8.63
ZNF331,8.86,8.81,8.99
ZNF331,8.21,8.16,8.32
LOC284379,0.72,0.98,0.66
DPRX,0,0.02,0
NLRP12,3.75,4.34,3.32
NLRP12,1.38,1.55,1.25
NLRP12,1.38,1.55,1.25
NLRP12,1.44,1.63,1.31
NLRP12,1.51,1.7,1.37
NLRP12,1.59,1.79,1.44
MYADM,32.59,23.71,23.55
MYADM,32.71,23.78,23.62
MYADM,31.97,23.27,23.11
MYADM,31.22,22.73,22.55
MYADM,30.96,22.54,22.38
MYADM,38.22,28.59,29.02
PRKCG,0.19,0.27,0.44
PRKCG,0.2,0.3,0.54
PRKCG,0.24,0.39,0.69
PRKCG,0.29,0.44,0.73
PRKCG,0.32,0.46,0.78
CACNG7,57.96,65.14,51.39
CACNG7,73.65,82.16,65.39
CACNG8,4.2,5.61,2.5
MIR935,0.99,1.23,0.64
CACNG6,0.71,0.26,0.31
CACNG6,0.74,0.4,0.32
CACNG6,0.77,0.38,0.3
CACNG6,0.74,0.4,0.29
VSTM1,0.01,0,0
VSTM1,0.01,0,0
VSTM1,0,0.02,0
VSTM1,0.01,0,0
VSTM1,0.01,0,0
TARM1,0,0,0.02
OSCAR,0.86,0.4,0.31
OSCAR,0.85,0.39,0.31
OSCAR,0.9,0.32,0.26
OSCAR,0.86,0.4,0.31
OSCAR,0.88,0.35,0.25
OSCAR,0.86,0.34,0.25
NDUFA3,101.09,81.6,108.94
NDUFA3,69.78,55.54,74.75
TFPT,30.75,22.46,30.82
TFPT,19.62,13.93,19.63
PRPF31,32.88,21.3,22.61
PRPF31,31.48,20.31,21.58
PRPF31,21.94,14.52,15.03
CNOT3,18.88,15.6,18.29
CNOT3,11.67,9.65,11.38
CNOT3,19.81,15.79,18.95
CNOT3,12.68,10.25,12.13
CNOT3,15.77,12.97,15.1
LENG1,22.12,16.61,24.51
TMC4,0.46,1.91,1.99
TMC4,0.34,1.3,1.4
TMC4,0.34,1.31,1.41
MBOAT7,30.09,40,42.58
MBOAT7,32.22,42.94,45.12
MBOAT7,29.98,40.23,42.14
MBOAT7,27.58,37.04,38.79
MBOAT7,25.53,34.48,36.23
MBOAT7,24.81,33.41,35.16
MBOAT7,20.09,25.42,26.4
TSEN34,33.58,21.94,33.6
TSEN34,48.25,31.34,48.78
TSEN34,31.86,20.92,32.05
TSEN34,35.11,23.15,35.48
RPS9,695.81,358.54,651.57
RPS9,558.05,281.86,517.44
RPS9,745.23,384.27,698.42
RPS9,507.89,268.09,489.4
RPS9,272.86,143.23,258.54
LILRB3,0.79,0.8,0.76
LILRB3,0.79,0.8,0.76
LILRB3,0.78,0.79,0.75
LILRB3,0.79,0.8,0.76
LILRB3,0.79,0.8,0.76
LILRB3,0.81,0.82,0.78
LILRB3,0.79,0.8,0.76
LILRB3,0.78,0.79,0.75
LILRA6,0.8,0.8,0.76
LILRB3,0.77,0.78,0.74
LILRA6,0.8,0.8,0.76
LILRA6,0.79,0.79,0.75
LILRB3,0.84,0.84,0.8
LILRB3,0.79,0.8,0.76
LILRB3,0.79,0.8,0.76
LILRB3,0.79,0.8,0.76
LILRA6,0.01,0,0
LILRA6,0.01,0,0
LILRA6,0.02,0,0
LILRA6,0.1,0.09,0.12
LILRA6,0.01,0,0
LILRB5,0,0,0.01
LILRA5,0.03,0.04,0.02
LILRA5,0.03,0.04,0.02
LILRA5,0.01,0,0
LILRA5,0.01,0,0
LAIR1,3.52,4.03,3.22
LAIR1,3.58,4.07,3.25
LAIR1,3.53,4.03,3.22
LAIR1,3.59,4.07,3.25
LAIR1,3.57,4.09,3.26
LAIR1,3.61,4.14,3.3
TTYH1,60.81,51.01,45.85
TTYH1,87.86,73.69,66.88
TTYH1,85.8,72.21,65.38
TTYH1,85.8,73.32,66.61
TTYH1,21.32,18.71,16.39
LENG8,27.89,29.37,23.26
LENG8,23.96,26.28,19.69
LENG8,14.04,14.32,12.01
KIAA1932,32.83,34.76,26.69
LENG9,5,5.01,4.67
CDC42EP5,1.45,4.49,2.96
LAIR2,0.04,0.02,0.09
LAIR2,0.04,0.02,0.07
LAIR2,0.04,0.05,0.1
LILRB1,0,0,0.01
LILRB1,0.03,0.01,0.02
LILRB1,0.03,0.01,0.02
LILRB1,0.03,0.01,0.02
LILRB1,0.03,0.01,0.02
LILRB1,0.03,0.02,0.02
LILRB1,0.03,0.02,0.02
LILRB4,0,0.01,0
LILRB4,0,0.01,0
KIR3DL1,0.56,0.72,0.66
FCAR,0,0.01,0.01
FCAR,0.59,0.82,0.73
FCAR,0.98,1.06,0.75
FCAR,1.12,1.21,0.86
FCAR,0.97,1.05,0.74
FCAR,1.15,1.24,0.88
FCAR,1.18,1.28,0.9
FCAR,1.02,1.1,0.78
FCAR,1,1.08,0.77
FCAR,1.21,1.31,0.93
FCAR,1.04,1.13,0.8
FCAR,1.04,1.13,0.8
FCAR,1.21,1.32,0.93
NLRP7,0,0,0
NLRP7,0,0,0
NLRP7,0,0,0
NLRP7,0,0,0
NLRP7,0,0,0
GP6,0.3,0.35,0.23
GP6,0.3,0.35,0.23
GP6,0.3,0.36,0.24
RDH13,4.32,3.65,4.4
AL833150,3.24,4.31,3.34
RDH13,5.6,4.89,5.78
RDH13,5.12,4.41,5.3
RDH13,1.58,1.81,1.65
AK122764,0,0.07,0.13
EPS8L1,0.11,0.23,0.29
EPS8L1,0.06,0.16,0.19
EPS8L1,0.78,0.7,1.45
EPS8L1,0.82,0.73,1.52
EPS8L1,0.07,0.17,0.19
EPS8L1,0.95,0.84,1.74
EPS8L1,0.97,0.84,1.88
EPS8L1,1.05,0.89,1.99
PPP1R12C,28.62,22.2,29.4
PPP1R12C,29.36,22.78,30.52
PPP1R12C,28.72,22.32,29.7
TNNT1,0.2,0.37,0.29
TNNT1,0.2,0.3,0.28
TNNT1,0.2,0.31,0.29
TNNT1,0.12,0.21,0.17
TNNT1,0.09,0.07,0.05
TNNI3,0.11,0.06,0.19
TNNI3,0.09,0.05,0.15
DNAAF3,0.06,0.02,0.02
DNAAF3,0.04,0.02,0.03
DNAAF3,0.05,0.02,0.03
DNAAF3,0.05,0.02,0.03
DNAAF3,0.04,0.02,0.03
AK097618,0.03,0.03,0.03
SYT5,0.08,0.08,0.09
SYT5,0.08,0.08,0.07
SYT5,0.11,0.11,0.13
SYT5,0.11,0.12,0.13
PTPRH,0.79,3.45,2.88
PTPRH,0.74,3.37,2.76
BC034929,0.21,0.51,0.38
PTPRH,0.82,3.08,2.62
TMEM86B,1.62,1.77,1.62
TMEM86B,1.91,2.11,1.81
PPP6R1,39.72,52.24,50.21
PPP6R1,42.43,55.32,53.54
HSPBP1,23.91,15.54,18.96
HSPBP1,23.04,14.94,18.17
HSPBP1,21.91,14.15,17.26
X05128,2.23,2.65,2.35
BRSK1,15.37,23.94,24.85
BRSK1,13.63,21,23
BRSK1,15.33,23.95,25.25
BRSK1,15.66,24.81,25.45
BRSK1,15.13,23.74,24.45
Mir_324,0.16,1.11,0.66
TMEM150B,0,0.02,0.05
TMEM150B,0,0.01,0.05
TMEM150B,0,0.02,0.05
TMEM150B,0,0.02,0.05
TMEM150B,0.04,0.06,0.05
SUV420H2,2.39,4.06,3.97
SUV420H2,3.9,6.76,7.4
SUV420H2,2.05,3.58,3.41
SUV420H2,4,6.88,7.58
COX6B2,2.3,2.89,2.41
COX6B2,2.89,3.63,3.03
COX6B2,1.96,2.47,2.05
COX6B2,0,0.02,0.03
FAM71E2,0,0,0
FAM71E2,0,0,0
IL11,0.89,0.54,0.46
IL11,0.86,0.5,0.45
TMEM190,0.04,0.05,0
TMEM238,0.79,0.6,0.62
RPL28,328.45,223.49,326.63
RPL28,287.1,199.07,291.13
RPL28,386.05,261.91,393.5
RPL28,127.88,85.88,130.94
RPL28,106.62,71.55,108.46
UBE2S,126.46,80.82,210.71
BC047644,0.4,0.5,0.36
SHISA7,0.03,0.13,0.06
ISOC2,33.9,37.53,45.82
ISOC2,37.91,42.59,51.38
ISOC2,38.62,40.41,51.38
ZNF628,4.03,3.98,4.77
NAT14,29.97,28.59,28.82
SSC5D,0.18,0.28,0.04
SSC5D,0.19,0.34,0.05
SBK2,0.01,0,0.01
SGK110,0,0.01,0
ZNF579,14.98,21.96,24.6
ZNF579,14.34,21.43,23.87
FIZ1,7.23,6.58,8.35
FIZ1,3.44,2.95,3.62
ZNF524,8.54,9.53,11.9
ZNF524,7.32,8.87,11.15
ZNF865,10.94,11.94,12.02
ZNF784,4.54,3.38,4.01
ZNF784,4.63,3.48,4.11
ZNF581,23.82,23.43,35.52
ZNF580,34.81,34.22,36.82
ZNF580,26.39,25.81,27.59
ZNF580,35.23,34.57,37.21
ZNF581,26.5,26,39.57
ZNF581,29.34,29.38,45.19
CCDC106,19.32,21.06,22.16
CCDC106,18.28,19.74,20.91
CCDC106,18.75,20.33,21.42
CCDC106,20.1,21.42,22.58
U2AF2,96.49,64.19,74.91
U2AF2,93.9,62.48,72.88
EPN1,76.52,68.84,77.83
EPN1,75.17,66.12,75.85
EPN1,76.91,68.89,78.16
EPN1,59.28,52.16,59.6
NLRP9,0.02,0,0.01
RFPL4A,0.32,0.15,0.21
RFPL4AL1,0.06,0,0
NLRP11,5.97,5.93,6.43
NLRP11,5.55,5.47,5.86
NLRP11,4.36,4.3,4.61
NLRP11,4.48,4.42,4.72
NLRP11,2.91,3.05,3.22
NLRP4,0.01,0.01,0
NLRP4,0.01,0.02,0
NLRP4,0.01,0.01,0.01
NLRP8,0.03,0.03,0.02
NLRP8,0.03,0.03,0.02
NLRP5,0.01,0,0
NLRP5,0.01,0,0
ZNF787,32.65,33.42,47.84
ZNF787,2.78,2.79,3.63
ZNF444,16.95,18.57,21.48
ZNF444,16.87,18.57,21.56
GALP,0.03,0,0
GALP,0.03,0,0
ZSCAN5B,0,0,0.01
ZSCAN5A,0.82,0.39,0.46
ZSCAN5A,1.13,0.53,0.6
ZSCAN5A,0.72,0.32,0.44
ZSCAN5A,0.85,0.36,0.48
ZNF542,11,7.19,6.55
ZNF542,11.56,7.61,6.95
ZNF542,10.75,7.05,6.49
ZNF542,10.56,6.93,6.38
ZNF542,11.2,7.4,6.81
ZNF542,11.31,7.39,6.76
ZNF582,2.14,1.21,1.18
ZNF582,2.33,1.31,1.24
